_id, continent, key, title
59fbc01fa6a811443cb3ada3, Oceania, new york, New York attack: Pedestrians in Manhattan run down by suspect Sayfullo Saipov in a ute | The Courier-Mail
59fbc01fa6a811443cb3adb4, Oceania, australia, Netball: Sharni Layton named to return to Australia Diamonds for 2018 tour of London and Johannesburg Quad Series/ Commonwealth Games 2018/ Laura Geitz/ Paige Hadley/ Gretel Tippett/ sport/ women’s sport/ Swoop
59fbc01fa6a811443cb3add7, Oceania, united kingdom, Resources Council calls for power play | Fraser Coast Chronicle
59fbc01fa6a811443cb3addf, Oceania, australia, Liberal MLA Mark Parton suggests Tradies Club could buy Canberra Casino
59fbc01fa6a811443cb3adb9, Oceania, united states, Facebook/ Google/ Twitter grilled by US Senate over Russian election meddling
59fbc01fa6a811443cb3ade3, Oceania, united states, Police fatally shoot man holding California teacher hostage | New Country 923
59fbc01fa6a811443cb3adad, Oceania, united kingdom, Google Fights for Black Men to be in Tech and Out of Prison
59fbc01fa6a811443cb3add4, Oceania, united kingdom, Parry confirmed as a British citizen
59fbc01fa6a811443cb3adea, Oceania, english-language films, The Last Jedi Will Feature The Only Thing Cuter Than A Porg: A Baby Porg
59fbc01fa6a811443cb3adc4, Oceania, new zealand, Auckland house prices finally fall - 02-Nov-2017 - NZ Politics news
59fbc01fa6a811443cb3adb2, Oceania, new york city, Manhattan terror attack suspect wanted to target Brooklyn Bridge
59fbc01fa6a811443cb3adb7, Oceania, australia, API on the Road - Strategic Alliance Update: Australian Capital Territory
59fbc01fa6a811443cb3ade2, Oceania, united states, Western Region Shines at State Landcare Awards
59fbc01fa6a811443cb3ade7, Oceania, new york, Trump calls for death penalty for New York attack suspect
59fbc01fa6a811443cb3adc9, Oceania, melbourne, Melbourne Cup's Birdcage: exclusive or just excessive?
59fbc01fa6a811443cb3adc2, Oceania, english-language films, ‘NYC attack planned for weeks’ | Lismore Echo
59fbc01fa6a811443cb3add8, Oceania, new york city, LISTEN: Broadway's Moving Struggles | New Country 923
59fbc01fa6a811443cb3addd, Oceania, australia, Pacific Islands Forum Announces Regional Policy Consultation
59fbc01fa6a811443cb3ade1, Oceania, united states, Arguments leveled in Florida Supreme Court appointment debate
59fbc01fa6a811443cb3adc7, Oceania, new zealand, Bar obituaries: The New Zealand watering holes we wish hadn't closed
59fbc01fa6a811443cb3ade0, Oceania, united states, Ben Simmons statistics v LeBron James through first seven games/ Philadelphia v Atlanta/ Aussie ballers/ Aron Baynes
59fbc021a6a811443cb3aed8, Europe, united kingdom, Theresa May Wants To Fight Islamophobia in the UK? You Must Be Joking.
59fbc021a6a811443cb3aee7, Europe, united kingdom, Brother of Manchester Arena terrorist 'to be extradited from Libya' to face murder charges in the UK
59fbc021a6a811443cb3aef1, Europe, united kingdom, Increase in Irish consumer exports to the UK
59fbc021a6a811443cb3aef9, Europe, manchester united f.c., Sport at Six - Manchester City
59fbc021a6a811443cb3aefd, Europe, united kingdom, Ireland has the second highest third-level fees in Europe
59fbc021a6a811443cb3af05, Europe, new york city, New York Attack Suspect Charged With Terrorism/ Appears In Court
59fbc021a6a811443cb3af0d, Europe, bbc, Balfour Declaration: Banksy holds 'apology' party for Palestinians - BBC News
59fbc021a6a811443cb3af10, Europe, new york, New York truck attack suspect Sayfullo Saipov charged with terrorism as police hunt second man
59fbc021a6a811443cb3af13, Europe, london, Police probe as taxi collides with pedestrians in central London
59fbc021a6a811443cb3af15, Europe, london, Police probe as taxi collides with pedestrians in central London
59fbc021a6a811443cb3af1c, Europe, sale, Rolex SUBMARINER 14060 (T25 Dial) with Box and Paper for sale $7/300
59fbc021a6a811443cb3af1d, Europe, sale, Breitling Cockpit 18K Gold Diamonds for sale $2/999
59fbc021a6a811443cb3af2e, Europe, new york, Halloween On Parade in New York City for the 44th Year
59fbc021a6a811443cb3af31, Europe, london, Why Christopher Bailey was great for British fashion but bad for business
59fbc021a6a811443cb3af3b, Europe, sale, Bulgari Octo Roma 102705 oc41c1sld for sale $4/462
59fbc021a6a811443cb3af3f, Europe, premier league, UEFA: How brilliant is Manchester City's Sergio Agüero?
59fbc021a6a811443cb3af41, Europe, new york city, New Jersey Community Bank : Reports Third Quarter 2017 Results | 4-Traders
59fbc021a6a811443cb3af45, Europe, united states, Appellate court hears arguments on murder conviction appeal at UT - Toledo news - NewsLocker
59fbc021a6a811443cb3af4d, Europe, new york, Terror Charges Filed Against New York Suspect
59fbc021a6a811443cb3af58, Europe, sale, Seiko SEIKO Kinetic Arctura All Stainless 3M22-0D39 Fef:SWP351P1 for sale $525
59fbc021a6a811443cb3af63, Europe, united states, The Vatican And The European Union - Entertainment news - NewsLocker
59fbc021a6a811443cb3af6b, Europe, new york, Suspect planned New York truck attack 'for weeks'
59fbc021a6a811443cb3af76, Europe, sale, Audemars Piguet Royal Oak Chronograph for sale $23/487
59fbc021a6a811443cb3af81, Europe, united states, U.S. submits revised plea deal with Novelion’s Aegerion to court
59fbc021a6a811443cb3af99, Europe, premier league, Premier League teams ranked by goals scored in 2017/18
